State,Program,Service Category,Notes,Total Computable,Federal Share,Federal Share Medicaid,Federal Share ARRA,Federal Share BIPP,State Share,Year,Location
Wisconsin,Medical Assistance Program,Outpatient Hospital Services - Sup. Payments,,3666665,2135100,2135100,0,0,1531565,2016,"Wisconsin
(44.395526, -89.834513)"
Kansas,Administration,Enrollment Brokers,,0,0,,,,0,2016,"Kansas
(38.345528, -98.201847)"
Northern Mariana Islands,Medical Assistance Program,Physician & Surgical Services - Evaluation and Management,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Guam,Medical Assistance Program,T-Medicaid MCO - Evaluation and Management,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Kansas,Administration,Immigration Status,,0,0,,,,0,2016,"Kansas
(38.345528, -98.201847)"
Oregon,Medical Assistance Program,T-Rural Health,,0,0,0,0,0,0,2016,"Oregon
(44.567912, -120.156945)"
Idaho,Medical Assistance Program,Emergency Hospital Services,,0,0,0,0,0,0,2016,"Idaho
(43.680635, -114.364237)"
Pennsylvania,Medical Assistance Program,T-Inpatient Hospital - GME Payments,,0,0,0,0,0,0,2016,"Pennsylvania
(40.789676, -77.858055)"
New Jersey,Administration,Skilled Professional Medical Personnel - Single State Agency,,25912016,19434012,,,,6478004,2016,"New Jersey
(40.104655, -74.386686)"
New Jersey,Medical Assistance Program,"T-Medicaid MCO - Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
New Jersey,Medical Assistance Program,Mental Health Facility Services - Reg. Payments,,98582824,49597406,49597406,0,0,48985418,2016,"New Jersey
(40.104655, -74.386686)"
Washington,Administration,Mechanized Systems: Private Sector,,0,0,,,,0,2016,"Washington
(47.517368, -120.467672)"
Wisconsin,Administration,Planning for Health Home for Enrollees with Chronic Conditions,,0,0,,,,0,2016,"Wisconsin
(44.395526, -89.834513)"
Oregon,Medical Assistance Program,C-Drug Rebate - State,,0,0,0,0,0,0,2016,"Oregon
(44.567912, -120.156945)"
Mississippi,Medical Assistance Program,"Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
Maine,Medical Assistance Program,T-Nursing Facility Services - Reg. Payments,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Nevada,Medical Assistance Program,T-Private Duty Nursing,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
South Carolina,Medical Assistance Program,Medicaid MCO - Community First Choice,,0,0,0,0,0,0,2016,"South Carolina
(34.009286, -81.037094)"
Maryland,Medical Assistance Program,C-Premiums: Over 150% - Cost Sharing Offset,,0,0,0,0,0,0,2016,"Maryland
(39.290443, -76.612333)"
North Dakota,Medical Assistance Program,C-Drug Rebate - National,,0,0,0,0,0,0,2016,"North Dakota
(47.475879, -100.121011)"
Alabama,Medical Assistance Program,Nursing Facility Services - Reg. Payments,,952084613,665453877,665453877,0,0,286630736,2016,"Alabama
(32.839182, -86.631125)"
Washington,Medical Assistance Program,T-Diagnostic Screening & Preventive Services,,0,0,0,0,0,0,2016,"Washington
(47.517368, -120.467672)"
Arizona,Medical Assistance Program,Home Health Services,,743413,545890,545890,0,0,197523,2016,"Arizona
(34.869712, -111.760902)"
Michigan,Medical Assistance Program,Targeted Case Management Services - Com. Case-Man.,,8391666,5504930,5504930,0,0,2886736,2016,"Michigan
(44.66399, -84.711206)"
California,Medical Assistance Program,Nursing Facility Services - Sup. Payments,,171882342,87439178,85941179,1497999,0,84443164,2016,"California
(37.640735, -121.002435)"
New York,Medical Assistance Program,T-Physician & Surgical Services - Evaluation and Management,,0,0,0,0,0,0,2016,"New York
(42.826892, -75.544286)"
Pennsylvania,Administration,Design Development/Installation of Medicaid Elig. Determ. Sys. – Cost of Private Sec. Contractors,,73707864,64119308,,,,9588556,2016,"Pennsylvania
(40.789676, -77.858055)"
Virginia,Medical Assistance Program,C-Other Practitioners,,61396,54028,54028,0,0,7368,2016,"Virginia
(37.542699, -78.45822)"
Illinois,Medical Assistance Program,MCO - State Sidebar Agreement,,0,0,0,0,0,0,2016,"Illinois
(40.477092, -88.993221)"
Alabama,Medical Assistance Program,Case Management - State Wide,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Iowa,Medical Assistance Program,C-Inpatient Mental Health - Reg. Payment,,178434,163160,163160,0,0,15274,2016,"Iowa
(42.46942, -93.815856)"
New Jersey,Medical Assistance Program,Abortions,,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
Maryland,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Maryland
(39.290443, -76.612333)"
Wyoming,Medical Assistance Program,C-Vision Sevices,,0,0,0,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
Louisiana,Medical Assistance Program,C-Family Planning,,0,0,0,0,0,0,2016,"Louisiana
(31.2931, -92.463284)"
Oregon,Medical Assistance Program,T-EPSDT Screening,,0,0,0,0,0,0,2016,"Oregon
(44.567912, -120.156945)"
Virgin Islands,Medical Assistance Program,Intermediate Care - Private,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
New Hampshire,Medical Assistance Program,T-Home & Community Based Services State Plan 1915(k) Community First Choice,,0,0,0,0,0,0,2016,"New Hampshire
(43.657736, -71.500736)"
Nevada,Medical Assistance Program,C-Inpatient Hospital Services - Reg. Payments,,810903,690406,690406,0,0,120497,2016,"Nevada
(39.491833, -117.070159)"
Rhode Island,Medical Assistance Program,C-Other Practitioners,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Virgin Islands,Medical Assistance Program,Physician & Surgical Services - Reg. Payments,,5578400,3432436,3432436,0,0,2145964,2016,"Virgin Islands
(18.060868, -64.840836)"
Virgin Islands,Administration,Other Financial Participation,,3834954,1917477,,,,1917477,2016,"Virgin Islands
(18.060868, -64.840836)"
Missouri,Medical Assistance Program,T-MCO - State Sidebar Agreement,,0,0,0,0,0,0,2016,"Missouri
(38.636168, -92.566292)"
Ohio,Administration,Immigration Status,,0,0,,,,0,2016,"Ohio
(40.056807, -82.405897)"
Tennessee,Medical Assistance Program,Medicare - Part B,,344374426,224015564,224015564,0,0,120358862,2016,"Tennessee
(35.681402, -85.774444)"
Idaho,Administration,Approved MMIS: Inhouse,,2347848,1760886,,,,586962,2016,"Idaho
(43.680635, -114.364237)"
American Samoa,Medical Assistance Program,Prepaid Inpatient Health Plan,,0,0,0,0,0,0,2016,American Samoa
Kentucky,Medical Assistance Program,C-Hospice,,0,0,0,0,0,0,2016,"Kentucky
(37.64591, -84.774043)"
Northern Mariana Islands,Medical Assistance Program,Drug Rebate Offset - National,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Kentucky,Administration,Collections,,-85000,-85000,,,,0,2016,"Kentucky
(37.64591, -84.774043)"
District of Columbia,Administration,Interagency Costs (State Level),,48565514,24282757,,,,24282757,2016,"District of Columbia
(38.892062, -77.019912)"
Connecticut,Medical Assistance Program,T-120% - 134% Of Poverty,,0,0,0,0,0,0,2016,"Connecticut
(41.544654, -72.651713)"
Maryland,Medical Assistance Program,T-EPSDT Screening,,0,0,0,0,0,0,2016,"Maryland
(39.290443, -76.612333)"
Washington,Medical Assistance Program,T-Personal Care Services - Reg. Payments,,0,412056,0,0,0,-412056,2016,"Washington
(47.517368, -120.467672)"
Missouri,Medical Assistance Program,Physician & Surgical Services - Reg. Payments,,15617281,9896573,9896655,-82,0,5720708,2016,"Missouri
(38.636168, -92.566292)"
Delaware,Medical Assistance Program,T-Medicaid - Other,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Hawaii,Medical Assistance Program,"T-Preventive Services Grade A OR B, ACIP Vaccines and their Admin",,0,0,0,0,0,0,2016,"Hawaii
(21.30992, -157.858158)"
Kansas,Medical Assistance Program,T-Physician & Surgical Services - Reg. Payments,,0,0,0,0,0,0,2016,"Kansas
(38.345528, -98.201847)"
Wyoming,Medical Assistance Program,T-Other Practitioners Services - Sup. Payments,,0,0,0,0,0,0,2016,"Wyoming
(43.23558, -108.110518)"
Iowa,Medical Assistance Program,T-Intermediate Care - Private,,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Mississippi,Medical Assistance Program,T-Other Practitioners Services - Sup. Payments,,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
North Dakota,Medical Assistance Program,Emergency Services for Undocumented Aliens,,159063,159108,159108,0,0,-45,2016,"North Dakota
(47.475879, -100.121011)"
Michigan,Medical Assistance Program,Personal Care Services - SDS 1915(j),,0,0,0,0,0,0,2016,"Michigan
(44.66399, -84.711206)"
Wisconsin,Medical Assistance Program,T-Medicaid - Group Health,,0,0,0,0,0,0,2016,"Wisconsin
(44.395526, -89.834513)"
Nebraska,Medical Assistance Program,Mental Health Facility Services - Reg. Payments,,872867,476810,476810,0,0,396057,2016,"Nebraska
(41.640503, -99.367122)"
Wyoming,Medical Assistance Program,C-Physician/Surgical,,344688,303325,303325,0,0,41363,2016,"Wyoming
(43.23558, -108.110518)"
New Mexico,Medical Assistance Program,Medicaid MCO - Vaccine codes,,0,0,0,0,0,0,2016,"New Mexico
(34.520396, -106.244402)"
Guam,Medical Assistance Program,Medicaid - Coinsurance,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Texas,Medical Assistance Program,T-Medicaid - Group Health,,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
New Jersey,Administration,MMIS - Inhouse Activities,,10142889,9128599,,,,1014290,2016,"New Jersey
(40.104655, -74.386686)"
Alabama,Medical Assistance Program,Nurse Practitioner Services,,30879923,21641270,21641270,0,0,9238653,2016,"Alabama
(32.839182, -86.631125)"
Minnesota,Medical Assistance Program,C-Dental Services,,0,0,0,0,0,0,2016,"Minnesota
(46.357661, -94.793397)"
Delaware,Medical Assistance Program,T-Non-Emergency Medical Transportation,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Vermont,Medical Assistance Program,Increased ACA OFFSET - MCO,,0,0,0,0,0,0,2016,"Vermont
(43.622479, -72.51927)"
Alabama,Medical Assistance Program,Emergency Hospital Services,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
North Dakota,Administration,Interagency Costs (State Level),,0,0,,,,0,2016,"North Dakota
(47.475879, -100.121011)"
Puerto Rico,Administration,CVT Development CHIPRA,,0,0,,,,0,2016,"Puerto Rico
(18.215692, -66.414655)"
Mississippi,Medical Assistance Program,EPSDT Screening,,12785874,9620942,9620942,0,0,3164932,2016,"Mississippi
(32.738663, -89.537312)"
West Virginia,Administration,TANF Base,,0,0,,,,0,2016,"West Virginia
(38.668501, -80.709421)"
Colorado,Administration,TANF Secondary 90%,,0,0,,,,0,2016,"Colorado
(38.841772, -106.132562)"
Mississippi,Medical Assistance Program,T-Personal Care Services - SDS 1915(j),,0,0,0,0,0,0,2016,"Mississippi
(32.738663, -89.537312)"
Maine,Administration,TANF Secondary 75%,,0,0,,,,0,2016,"Maine
(45.252223, -68.986647)"
Pennsylvania,Medical Assistance Program,C-Increased ACA OFFSET - Fee for Service,,0,0,0,0,0,0,2016,"Pennsylvania
(40.789676, -77.858055)"
District of Columbia,Medical Assistance Program,T-Increased ACA OFFSET - Fee for Service,,0,0,0,0,0,0,2016,"District of Columbia
(38.892062, -77.019912)"
Guam,Administration,Operation of an Approved Medicaid Eligibility Determination Sys. – Cost of Private Sec. Contractors,,0,0,,,,0,2016,"Guam
(13.3532, 144.653198)"
American Samoa,Medical Assistance Program,T-Medicare - Part B,,0,0,0,0,0,0,2016,American Samoa
Washington,Medical Assistance Program,Nurse Mid-Wife,,0,0,0,0,0,0,2016,"Washington
(47.517368, -120.467672)"
Utah,Administration,Balance,,148240339,98069794,,,,50170545,2016,"Utah
(39.359772, -111.584173)"
Massachusetts,Medical Assistance Program,T-Other Practitioners Services - Sup. Payments,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
Guam,Medical Assistance Program,MCO PIHP - Vaccine codes,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Arizona,Medical Assistance Program,64.21U Adjustments,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
Connecticut,Administration,HIT Incentive Payments: Eligible Hospitals,,2160933,2160933,,,,0,2016,"Connecticut
(41.544654, -72.651713)"
California,Medical Assistance Program,T-Diagnostic Screening & Preventive Services,,0,0,0,0,0,0,2016,"California
(37.640735, -121.002435)"
American Samoa,Medical Assistance Program,Intermediate Care Facility - Public,,0,0,0,0,0,0,2016,American Samoa
Maryland,Medical Assistance Program,Health Home w Chronic Conditions,,2729092,1640300,1640289,0,11,1088792,2016,"Maryland
(39.290443, -76.612333)"
American Samoa,Medical Assistance Program,T-MCO PAHP - Vaccine codes,,0,0,0,0,0,0,2016,American Samoa
Arizona,Medical Assistance Program,Tobacco Cessation for Preg Women,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
Oklahoma,Medical Assistance Program,C-Home And Community,,4734,4272,4272,0,0,462,2016,"Oklahoma
(35.468494, -97.521264)"
Kentucky,Administration,HIT: Planning: Cost of In-house Activities,,0,0,,,,0,2016,"Kentucky
(37.64591, -84.774043)"
Indiana,Medical Assistance Program,Medicaid - Group Health,,52346,48317,48317,0,0,4029,2016,"Indiana
(39.76845, -86.156212)"
Tennessee,Medical Assistance Program,T-Diagnostic Screening & Preventive Services,,0,0,0,0,0,0,2016,"Tennessee
(35.681402, -85.774444)"
South Dakota,Medical Assistance Program,Inpatient Hospital - Reg. Payments,,137011084,73838772,73838772,0,0,63172312,2016,"South Dakota
(44.35371, -100.373709)"
New Hampshire,Administration,Approved MMIS: Inhouse,,1438054,1078541,,,,359513,2016,"New Hampshire
(43.657736, -71.500736)"
District of Columbia,Medical Assistance Program,Laboratory/Radiological,,25413110,18668599,18668599,0,0,6744511,2016,"District of Columbia
(38.892062, -77.019912)"
Texas,Medical Assistance Program,"T-Services for Speech, Hearing & Language",,0,0,0,0,0,0,2016,"Texas
(31.827233, -99.423022)"
New Hampshire,Administration,Operation of an Approved Medicaid Eligibility Determination Sys. – Cost of Private Sec. Contractors,,0,0,,,,0,2016,"New Hampshire
(43.657736, -71.500736)"
Maine,Medical Assistance Program,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,,0,0,0,0,0,0,2016,"Maine
(45.252223, -68.986647)"
Oklahoma,Administration,Immigration Status,,539,539,,,,0,2016,"Oklahoma
(35.468494, -97.521264)"
California,Medical Assistance Program,T-Tobacco Cessation for Preg Women,,0,0,0,0,0,0,2016,"California
(37.640735, -121.002435)"
Idaho,Administration,Health Insurance Technology Administration,,0,0,,,,0,2016,"Idaho
(43.680635, -114.364237)"
Nevada,Medical Assistance Program,T-MCO PAHP - Community First Choice,,0,0,0,0,0,0,2016,"Nevada
(39.491833, -117.070159)"
Virgin Islands,Medical Assistance Program,120% - 134% Of Poverty,,0,0,0,0,0,0,2016,"Virgin Islands
(18.060868, -64.840836)"
New Jersey,Medical Assistance Program,T-Personal Care Services - Reg. Payments,,0,0,0,0,0,0,2016,"New Jersey
(40.104655, -74.386686)"
Ohio,Medical Assistance Program,120% - 134% Of Poverty,,30658435,30658435,30658435,0,0,0,2016,"Ohio
(40.056807, -82.405897)"
West Virginia,Medical Assistance Program,T-Physician & Surgical Services - Evaluation and Management,,0,0,0,0,0,0,2016,"West Virginia
(38.668501, -80.709421)"
Louisiana,Medical Assistance Program,T-Home & Community Based Services State Plan 1915(k) Community First Choice,,0,0,0,0,0,0,2016,"Louisiana
(31.2931, -92.463284)"
Iowa,Medical Assistance Program,T-Medicare - Part B,,0,0,0,0,0,0,2016,"Iowa
(42.46942, -93.815856)"
Delaware,Medical Assistance Program,C-Screening Services,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Louisiana,Medical Assistance Program,C-Increased ACA OFFSET - MCO - 100%,,0,0,0,0,0,0,2016,"Louisiana
(31.2931, -92.463284)"
Rhode Island,Medical Assistance Program,T-Targeted Case Management Services - Com. Case-Man.,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Florida,Medical Assistance Program,MCO PIHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Florida
(28.915325, -81.922409)"
North Dakota,Administration,HIT: Planning: Cost of In-house Activities,,0,0,,,,0,2016,"North Dakota
(47.475879, -100.121011)"
Idaho,Medical Assistance Program,Prepaid Inpatient Health Plan,,-7514784,-5391858,-5391858,0,0,-2122926,2016,"Idaho
(43.680635, -114.364237)"
Hawaii,Medical Assistance Program,School Based Services,,481562,259946,259946,0,0,221616,2016,"Hawaii
(21.30992, -157.858158)"
North Carolina,Medical Assistance Program,C-MCO - State Sidebar Agreement,,0,0,0,0,0,0,2016,"North Carolina
(35.47995, -79.180571)"
Mississippi,Administration,Nurse Aide Training Costs,,281304,140653,,,,140651,2016,"Mississippi
(32.738663, -89.537312)"
Wisconsin,Medical Assistance Program,Outpatient Hospital Services - Reg. Payments,,196194525,114533499,114539732,-6233,0,81661026,2016,"Wisconsin
(44.395526, -89.834513)"
Maine,Medical Assistance Program,Drug Rebate Offset - State Sidebar Agreement,,-8694012,-5484014,-5484014,0,0,-3209998,2016,"Maine
(45.252223, -68.986647)"
Louisiana,Medical Assistance Program,Private Duty Nursing,,0,0,0,0,0,0,2016,"Louisiana
(31.2931, -92.463284)"
Arizona,Medical Assistance Program,T-MCO PIHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Arizona
(34.869712, -111.760902)"
Colorado,Administration,HIT: Planning: Cost of Private Contractors,,0,0,,,,0,2016,"Colorado
(38.841772, -106.132562)"
Oklahoma,Medical Assistance Program,T-Increased ACA OFFSET - MCO,,0,0,0,0,0,0,2016,"Oklahoma
(35.468494, -97.521264)"
Delaware,Medical Assistance Program,Health Home w Chronic Conditions,,0,0,0,0,0,0,2016,"Delaware
(39.008676, -75.574561)"
Maryland,Medical Assistance Program,C-Therapy Services,,1926243,1695094,1695094,0,0,231149,2016,"Maryland
(39.290443, -76.612333)"
Rhode Island,Medical Assistance Program,MCO PAHP - Evaluation and Management,,0,0,0,0,0,0,2016,"Rhode Island
(41.707447, -71.522488)"
Northern Mariana Islands,Medical Assistance Program,T-Nurse Mid-Wife,,0,0,0,0,0,0,2016,"Northern Mariana Islands
(15.1834, 145.725693)"
Alabama,Medical Assistance Program,T-Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,,0,0,0,0,0,0,2016,"Alabama
(32.839182, -86.631125)"
Guam,Medical Assistance Program,C-Medical Equipment,,0,0,0,0,0,0,2016,"Guam
(13.3532, 144.653198)"
Massachusetts,Medical Assistance Program,Prepaid Ambulatory Health Plan,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
Massachusetts,Medical Assistance Program,Abortions,,0,0,0,0,0,0,2016,"Massachusetts
(42.268546, -72.085064)"
Alaska,Medical Assistance Program,T-Occupational Therapy,,0,0,0,0,0,0,2016,"Alaska
(64.836661, -147.738891)"
Colorado,Medical Assistance Program,T-Nurse Mid-Wife,,0,0,0,0,0,0,2016,"Colorado
(38.841772, -106.132562)"
